Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning LWF with GRU Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155239662d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15523967ce10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.26287332, 'precision': 0.09646066259688593, 'recall': 0.2083914547751112, 'f1_score': 0.1206885285808547, 'confusion_matrix': array([[  0,  19,  70,   0,   0],
       [  0,  30, 101,   0,   0],
       [  0,  26, 113,   0,   0],
       [  0,  21,  88,   0,   0],
       [  0,  26, 106,   0,   0]]), 'forgetting_measure': [0.23114224, -0.44612134, 0.3322018]}","{""Task 0 has these classes:"": [""happy"", ""wow"", ""cat"", ""bird"", ""up""], ""Task 1 has these classes:"": [""happy"", ""one"", ""house"", ""marvel"", ""zero""], ""Task 2 has these classes:"": [""happy"", ""wow"", ""cat"", ""bird"", ""up""]}"
"{'Name Experiment': 'Learning LWF with GRU Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15524b139310>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15524bd19ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.3732337, 'precision': 0.35972324933773925, 'recall': 0.31622287442023644, 'f1_score': 0.26335505413758636, 'confusion_matrix': array([[ 49,  13, 112,   0,   4],
       [ 13,  79, 136,   0,   2],
       [  1,  13, 208,   1,   1],
       [  0,  43,  77,   0,   0],
       [ 18,  29,  96,   0,   5]]), 'forgetting_measure': [0.27477145, -0.32632628, -0.31845418]}","{""Task 0 has these classes:"": [""happy"", ""zero"", ""no"", ""stop"", ""marvel""], ""Task 1 has these classes:"": [""happy"", ""stop"", ""go"", ""no"", ""house""], ""Task 2 has these classes:"": [""happy"", ""zero"", ""no"", ""stop"", ""marvel""]}"
"{'Name Experiment': 'Learning LWF with GRU Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15524b139310>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15524bd19ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.22639605, 'precision': 0.23197287220668866, 'recall': 0.23204836852969196, 'f1_score': 0.16920650281987043, 'confusion_matrix': array([[19, 24, 91,  0,  0],
       [16, 37, 95,  0,  0],
       [10, 19, 97,  0,  2],
       [14, 21, 61,  0,  0],
       [ 8, 20, 65,  0,  1]]), 'forgetting_measure': [0.24248146, 0.16113535, -0.14693755]}","{""Task 0 has these classes:"": [""happy"", ""zero"", ""no"", ""stop"", ""marvel""], ""Task 1 has these classes:"": [""happy"", ""stop"", ""go"", ""no"", ""house""], ""Task 2 has these classes:"": [""happy"", ""zero"", ""no"", ""stop"", ""marvel""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552b5d32f90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d1d6e310>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.33265218, 'precision': 0.4471873679274677, 'recall': 0.3370069998889086, 'f1_score': 0.34007321178418204, 'confusion_matrix': array([[ 27,   4,  10, 102,  17],
       [  3,  41,  20,  73,  14],
       [  3,  11,  50,  97,   5],
       [ 13,  13,  30, 204,  11],
       [  1,  11,  11, 100,  29]]), 'forgetting_measure': [0.31467497, 0.21026117, -0.74950194]}","{""Task 0 has these classes:"": [""wow"", ""eight"", ""stop"", ""house"", ""zero""], ""Task 1 has these classes:"": [""wow"", ""right"", ""three"", ""six"", ""happy""], ""Task 2 has these classes:"": [""wow"", ""eight"", ""stop"", ""house"", ""zero""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552b5d32f90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d1d6e310>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.24304664, 'precision': 0.19326652684577522, 'recall': 0.2056889739691156, 'f1_score': 0.17077006141075185, 'confusion_matrix': array([[  5,  13,  10,  82,  14],
       [  9,   8,  10,  71,  15],
       [  8,   6,  12,  73,  15],
       [ 10,  17,  12, 120,  14],
       [  6,   3,   9,  49,   9]]), 'forgetting_measure': [0.30442032, 0.26772618, 0.09473602]}","{""Task 0 has these classes:"": [""wow"", ""eight"", ""stop"", ""house"", ""zero""], ""Task 1 has these classes:"": [""wow"", ""right"", ""three"", ""six"", ""happy""], ""Task 2 has these classes:"": [""wow"", ""eight"", ""stop"", ""house"", ""zero""]}"
"{'Name Experiment': 'Learning LWF with DRNN Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155235582d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155238741ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.21950084, 'precision': 0.18239752527114902, 'recall': 0.21531671084353304, 'f1_score': 0.12342277788892733, 'confusion_matrix': array([[  1,   0,   0,  75,  62],
       [  2,   1,   1, 114,  96],
       [  7,   1,   1, 109,  94],
       [  2,   0,   1, 108,  87],
       [  6,   3,   1,  57,  71]]), 'forgetting_measure': [0.19321069, -0.41440982, 0.29737505]}","{""Task 0 has these classes:"": [""eight"", ""cat"", ""tree"", ""happy"", ""left""], ""Task 1 has these classes:"": [""eight"", ""six"", ""off"", ""house"", ""go""], ""Task 2 has these classes:"": [""eight"", ""cat"", ""tree"", ""happy"", ""left""]}"
"{'Name Experiment': 'Learning LWF with DRNN Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155235582d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155238741ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.19623698, 'precision': 0.14237798153574693, 'recall': 0.18788500957162463, 'f1_score': 0.1105051809906179, 'confusion_matrix': array([[ 0,  0,  0, 47, 50],
       [ 0,  0,  1, 65, 73],
       [ 6,  0,  1, 61, 59],
       [ 7,  0,  1, 57, 63],
       [ 0,  2,  0, 54, 53]]), 'forgetting_measure': [0.107804544, -1.2963037, 0.057351884]}","{""Task 0 has these classes:"": [""eight"", ""cat"", ""tree"", ""happy"", ""left""], ""Task 1 has these classes:"": [""eight"", ""six"", ""off"", ""house"", ""go""], ""Task 2 has these classes:"": [""eight"", ""cat"", ""tree"", ""happy"", ""left""]}"
"{'Name Experiment': 'Learning LWF with DRNN Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15523b652d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155235281ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.20641404, 'precision': 0.14040178571428572, 'recall': 0.1997944056700752, 'f1_score': 0.07098266103997768, 'confusion_matrix': array([[  0, 228,   0,   0,   0],
       [  1, 181,   0,   0,   1],
       [  0, 184,   0,   0,   0],
       [  0, 204,   0,   0,   0],
       [  0,  99,   1,   0,   1]]), 'forgetting_measure': [0.21198331, 0.172367, -0.3212987]}","{""Task 0 has these classes:"": [""sheila"", ""house"", ""two"", ""five"", ""left""], ""Task 1 has these classes:"": [""sheila"", ""down"", ""one"", ""wow"", ""four""], ""Task 2 has these classes:"": [""sheila"", ""house"", ""two"", ""five"", ""left""]}"
"{'Name Experiment': 'Learning LWF with DRNN Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15523b652d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155235281ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.21774086, 'precision': 0.04533333333333333, 'recall': 0.2, 'f1_score': 0.07391304347826087, 'confusion_matrix': array([[  0, 151,   0,   0,   0],
       [  0, 136,   0,   0,   0],
       [  0, 108,   0,   0,   0],
       [  0, 118,   0,   0,   0],
       [  0,  87,   0,   0,   0]]), 'forgetting_measure': [0.24714206, 0.35689425, -0.55495423]}","{""Task 0 has these classes:"": [""sheila"", ""house"", ""two"", ""five"", ""left""], ""Task 1 has these classes:"": [""sheila"", ""down"", ""one"", ""wow"", ""four""], ""Task 2 has these classes:"": [""sheila"", ""house"", ""two"", ""five"", ""left""]}"
"{'Name Experiment': 'Learning LWF with ECHO Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155233de2d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155233de32d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.20188287, 'precision': 0.04644444444444444, 'recall': 0.2, 'f1_score': 0.07538322813345358, 'confusion_matrix': array([[209,   0,   0,   0,   0],
       [207,   0,   0,   0,   0],
       [134,   0,   0,   0,   0],
       [192,   0,   0,   0,   0],
       [158,   0,   0,   0,   0]]), 'forgetting_measure': [0.20502682, 0.04600317, -0.048221514]}","{""Task 0 has these classes:"": [""left"", ""nine"", ""three"", ""wow"", ""right""], ""Task 1 has these classes:"": [""left"", ""two"", ""right"", ""down"", ""happy""], ""Task 2 has these classes:"": [""left"", ""nine"", ""three"", ""wow"", ""right""]}"
"{'Name Experiment': 'Learning LWF with ECHO Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155233de2d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155233de32d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.23932546, 'precision': 0.03933333333333333, 'recall': 0.2, 'f1_score': 0.06573816155988857, 'confusion_matrix': array([[118,   0,   0,   0,   0],
       [138,   0,   0,   0,   0],
       [119,   0,   0,   0,   0],
       [107,   0,   0,   0,   0],
       [118,   0,   0,   0,   0]]), 'forgetting_measure': [0.23778959, -0.019377058, 0.019008724]}","{""Task 0 has these classes:"": [""left"", ""nine"", ""three"", ""wow"", ""right""], ""Task 1 has these classes:"": [""left"", ""two"", ""right"", ""down"", ""happy""], ""Task 2 has these classes:"": [""left"", ""nine"", ""three"", ""wow"", ""right""]}"
"{'Name Experiment': 'Learning LWF with ECHO Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552288ea090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552280f4e10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.3033794, 'precision': 0.056666666666666664, 'recall': 0.2, 'f1_score': 0.08831168831168831, 'confusion_matrix': array([[255,   0,   0,   0,   0],
       [186,   0,   0,   0,   0],
       [160,   0,   0,   0,   0],
       [144,   0,   0,   0,   0],
       [155,   0,   0,   0,   0]]), 'forgetting_measure': [0.3341831, 0.27652848, -0.38222444]}","{""Task 0 has these classes:"": [""nine"", ""right"", ""house"", ""yes"", ""no""], ""Task 1 has these classes:"": [""nine"", ""up"", ""happy"", ""zero"", ""two""], ""Task 2 has these classes:"": [""nine"", ""right"", ""house"", ""yes"", ""no""]}"
"{'Name Experiment': 'Learning LWF with ECHO Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552288ea090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552280f4e10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.22979571, 'precision': 0.05366666666666666, 'recall': 0.2, 'f1_score': 0.08462549277266754, 'confusion_matrix': array([[161,   0,   0,   0,   0],
       [120,   0,   0,   0,   0],
       [115,   0,   0,   0,   0],
       [ 99,   0,   0,   0,   0],
       [105,   0,   0,   0,   0]]), 'forgetting_measure': [0.2779431, 0.5196825, -1.0819563]}","{""Task 0 has these classes:"": [""nine"", ""right"", ""house"", ""yes"", ""no""], ""Task 1 has these classes:"": [""nine"", ""up"", ""happy"", ""zero"", ""two""], ""Task 2 has these classes:"": [""nine"", ""right"", ""house"", ""yes"", ""no""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155235c2a090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155233dfce10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.23331687, 'precision': 0.24696274540508817, 'recall': 0.22148508298973985, 'f1_score': 0.2131650485875057, 'confusion_matrix': array([[17, 65, 30, 35, 16],
       [10, 86, 28, 63, 21],
       [ 7, 77, 33, 48, 17],
       [11, 84, 32, 55, 11],
       [ 6, 54, 28, 47, 19]]), 'forgetting_measure': [0.21899094, -0.31197932, 0.32599968]}","{""Task 0 has these classes:"": [""dog"", ""one"", ""five"", ""sheila"", ""nine""], ""Task 1 has these classes:"": [""dog"", ""three"", ""one"", ""bed"", ""right""], ""Task 2 has these classes:"": [""dog"", ""one"", ""five"", ""sheila"", ""nine""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155235c2a090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155233dfce10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.20295404, 'precision': 0.21303689129931805, 'recall': 0.2006498624578859, 'f1_score': 0.18648090572199888, 'confusion_matrix': array([[ 3, 52,  8, 31, 16],
       [ 5, 51, 25, 46, 21],
       [ 1, 35, 22, 29, 16],
       [ 4, 51, 25, 38, 15],
       [ 0, 43, 16, 33, 14]]), 'forgetting_measure': [0.21518365, 0.15375441, -0.16190201]}","{""Task 0 has these classes:"": [""dog"", ""one"", ""five"", ""sheila"", ""nine""], ""Task 1 has these classes:"": [""dog"", ""three"", ""one"", ""bed"", ""right""], ""Task 2 has these classes:"": [""dog"", ""one"", ""five"", ""sheila"", ""nine""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155218472d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155217eb1ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.23129764, 'precision': 0.2784619902514639, 'recall': 0.23005962575927819, 'f1_score': 0.1911952811512753, 'confusion_matrix': array([[  1,  41,  78,  19,   1],
       [  1,  45,  98,  35,   1],
       [  2,  32, 157,  50,   1],
       [  0,  43, 109,  41,   3],
       [  2,  34,  71,  30,   5]]), 'forgetting_measure': [0.32480544, 0.33756933, 0.28459924]}","{""Task 0 has these classes:"": [""bed"", ""house"", ""eight"", ""one"", ""happy""], ""Task 1 has these classes:"": [""bed"", ""marvel"", ""left"", ""off"", ""down""], ""Task 2 has these classes:"": [""bed"", ""house"", ""eight"", ""one"", ""happy""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155218472d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155217eb1ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.30027592, 'precision': 0.2956905800729562, 'recall': 0.2749611969950953, 'f1_score': 0.2203993632822301, 'confusion_matrix': array([[  0,  20,  70,  14,   0],
       [  2,  55,  39,  14,   0],
       [  1,  24, 124,  25,   3],
       [  0,  29,  50,  12,   0],
       [  0,  27,  69,  17,   5]]), 'forgetting_measure': [0.36413667, 0.24436557, 0.04948973]}","{""Task 0 has these classes:"": [""bed"", ""house"", ""eight"", ""one"", ""happy""], ""Task 1 has these classes:"": [""bed"", ""marvel"", ""left"", ""off"", ""down""], ""Task 2 has these classes:"": [""bed"", ""house"", ""eight"", ""one"", ""happy""]}"
