Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning Blanco with LSTM Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eec8d190>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552eeab1110>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.56929176, 'precision': 0.25355555555555556, 'recall': 0.3, 'f1_score': 0.18448729184925503, 'confusion_matrix': array([[  0,   0, 177,   0,   0],
       [  0,   0, 142,   0,   0],
       [  0,   0, 241,   0,   0],
       [  0,   0, 180,   0,   0],
       [  0,   0, 160,   0,   0]]), 'forgetting_measure': [0.41561595, 0.4403218, -0.78674096]}","{""Task 0 has these classes:"": [""no"", ""stop"", ""cat"", ""nine"", ""off""], ""Task 1 has these classes:"": [""no"", ""down"", ""dog"", ""bed"", ""zero""], ""Task 2 has these classes:"": [""no"", ""stop"", ""cat"", ""nine"", ""off""]}"
"{'Name Experiment': 'Learning Blanco with LSTM Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eec8d190>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552eeab1110>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.53217656, 'precision': 0.25166666666666667, 'recall': 0.3, 'f1_score': 0.18211920529801325, 'confusion_matrix': array([[  0,   0, 120,   0,   0],
       [  0,   0, 124,   0,   0],
       [  0,   0, 155,   0,   0],
       [  0,   0, 126,   0,   0],
       [  0,   0,  75,   0,   0]]), 'forgetting_measure': [0.58097266, 0.52100545, -1.0877066]}","{""Task 0 has these classes:"": [""no"", ""stop"", ""cat"", ""nine"", ""off""], ""Task 1 has these classes:"": [""no"", ""down"", ""dog"", ""bed"", ""zero""], ""Task 2 has these classes:"": [""no"", ""stop"", ""cat"", ""nine"", ""off""]}"
"{'Name Experiment': 'Learning Blanco with LSTM Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eebb6ed0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552ef0b5350>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.72924583, 'precision': 0.574413024454471, 'recall': 0.4900235713835801, 'f1_score': 0.4759942310807428, 'confusion_matrix': array([[180,   8,  24,   7,   1],
       [ 64,  68,  41,   6,  13],
       [ 82,  17,  89,   4,   8],
       [ 70,  16,  28,  22,   1],
       [ 38,  19,  66,   2,  26]]), 'forgetting_measure': [0.4056957, -0.41958848, -0.26296666]}","{""Task 0 has these classes:"": [""stop"", ""one"", ""no"", ""five"", ""cat""], ""Task 1 has these classes:"": [""stop"", ""bird"", ""wow"", ""two"", ""three""], ""Task 2 has these classes:"": [""stop"", ""one"", ""no"", ""five"", ""cat""]}"
"{'Name Experiment': 'Learning Blanco with LSTM Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552eebb6ed0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552ef0b5350>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.5545928, 'precision': 0.33987383821774239, 'recall': 0.32513263150500257, 'f1_score': 0.30254582506647126, 'confusion_matrix': array([[85, 15, 25, 10, 10],
       [54, 21, 28,  6,  5],
       [74, 18, 27,  9,  4],
       [44, 19, 17,  6,  4],
       [67, 13, 24,  5, 10]]), 'forgetting_measure': [0.5561165, -0.102130435, 0.20152654]}","{""Task 0 has these classes:"": [""stop"", ""one"", ""no"", ""five"", ""cat""], ""Task 1 has these classes:"": [""stop"", ""bird"", ""wow"", ""two"", ""three""], ""Task 2 has these classes:"": [""stop"", ""one"", ""no"", ""five"", ""cat""]}"
"{'Name Experiment': 'Learning Blanco with LSTM Model; with TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ee2cd150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552ee826490>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.57735466, 'precision': 0.51231413849725385, 'recall': 0.31112433571063166, 'f1_score': 0.22579909104838402, 'confusion_matrix': array([[  2,   0,  11, 144,   2],
       [  0,   0,   5, 114,   0],
       [  0,   0,  16, 204,   0],
       [  0,   5,   5, 236,   4],
       [  0,   0,   5, 143,   4]]), 'forgetting_measure': [0.5826284, 0.40917158, -1.2903312]}","{""Task 0 has these classes:"": [""bed"", ""zero"", ""wow"", ""happy"", ""four""], ""Task 1 has these classes:"": [""bed"", ""wow"", ""four"", ""marvel"", ""seven""], ""Task 2 has these classes:"": [""bed"", ""zero"", ""wow"", ""happy"", ""four""]}"
"{'Name Experiment': 'Learning Blanco with LSTM Model; with TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ee2cd150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552ee826490>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.64014866, 'precision': 0.28019197207678883, 'recall': 0.3057848534444279, 'f1_score': 0.21746070197489955, 'confusion_matrix': array([[  0,   3,   4,  83,   0],
       [  0,   1,   2,  62,   0],
       [  0,   0,   7, 145,   2],
       [  0,   0,   6, 182,   0],
       [  0,   0,   2, 101,   0]]), 'forgetting_measure': [0.4254438, 0.62019813, -1.6823003]}","{""Task 0 has these classes:"": [""bed"", ""zero"", ""wow"", ""happy"", ""four""], ""Task 1 has these classes:"": [""bed"", ""wow"", ""four"", ""marvel"", ""seven""], ""Task 2 has these classes:"": [""bed"", ""zero"", ""wow"", ""happy"", ""four""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ee7b0350>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552c5bd96d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50736872, 'precision': 0.25166328720855624, 'recall': 0.29047907327002953, 'f1_score': 0.24467376334948492, 'confusion_matrix': array([[134,  39,  18,  22,   0],
       [129,  35,   8,  28,   0],
       [116,  31,   5,  19,   0],
       [115,  22,  11,  20,   0],
       [107,  15,   4,  22,   0]]), 'forgetting_measure': [0.50435728, -0.09422025, 0.13181269]}","{""Task 0 has these classes:"": [""tree"", ""stop"", ""down"", ""cat"", ""no""], ""Task 1 has these classes:"": [""tree"", ""house"", ""right"", ""sheila"", ""on""], ""Task 2 has these classes:"": [""tree"", ""stop"", ""down"", ""cat"", ""no""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ee7b0350>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552c5bd96d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.53222728, 'precision': 0.2887848752825903, 'recall': 0.31389870872453792, 'f1_score': 0.26421871697945317, 'confusion_matrix': array([[115,  16,   7,  19,   0],
       [ 92,  26,   5,  24,   0],
       [ 80,  19,   5,  10,   0],
       [ 59,  16,   1,  10,   0],
       [ 69,  10,   3,  14,   0]]), 'forgetting_measure': [0.44937636, -1.144343, 0.2913479]}","{""Task 0 has these classes:"": [""tree"", ""stop"", ""down"", ""cat"", ""no""], ""Task 1 has these classes:"": [""tree"", ""house"", ""right"", ""sheila"", ""on""], ""Task 2 has these classes:"": [""tree"", ""stop"", ""down"", ""cat"", ""no""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e20790d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e1ec9110>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.54531779, 'precision': 0.28924968474148802, 'recall': 0.29696781781246658, 'f1_score': 0.20640546544926865, 'confusion_matrix': array([[  0,   0, 132,  19,   0],
       [  1,   0, 131,  20,   0],
       [  1,   1, 209,  24,   0],
       [  0,   0, 180,  19,   0],
       [  0,   0, 141,  22,   0]]), 'forgetting_measure': [0.56889414, 0.3878112, -0.8372998]}","{""Task 0 has these classes:"": [""yes"", ""six"", ""bed"", ""bird"", ""on""], ""Task 1 has these classes:"": [""yes"", ""sheila"", ""dog"", ""one"", ""right""], ""Task 2 has these classes:"": [""yes"", ""six"", ""bed"", ""bird"", ""on""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e20790d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e1ec9110>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.58430203, 'precision': 0.29710144927536232, 'recall': 0.31080145404189024, 'f1_score': 0.21155365637345804, 'confusion_matrix': array([[  0,   0, 108,  11,   0],
       [  0,   0,  90,   9,   0],
       [  0,   0, 153,   6,   0],
       [  0,   0,  99,  10,   0],
       [  0,   0, 102,  12,   0]]), 'forgetting_measure': [0.431663, 0.42839536, -0.749461]}","{""Task 0 has these classes:"": [""yes"", ""six"", ""bed"", ""bird"", ""on""], ""Task 1 has these classes:"": [""yes"", ""sheila"", ""dog"", ""one"", ""right""], ""Task 2 has these classes:"": [""yes"", ""six"", ""bed"", ""bird"", ""on""]}"
"{'Name Experiment': 'Learning GEM with Dense Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1551db452090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1551d2279ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.76271292, 'precision': 0.23515016685205784, 'recall': 0.3, 'f1_score': 0.159791863765373696, 'confusion_matrix': array([[  0,   0,   0,   0, 151],
       [  0,   0,   0,   0, 159],
       [  0,   0,   0,   1, 255],
       [  0,   0,   0,   0, 176],
       [  0,   0,   0,   0, 158]]), 'forgetting_measure': [0.44435822, -0.381441, 0.2761182]}","{""Task 0 has these classes:"": [""one"", ""cat"", ""eight"", ""seven"", ""house""], ""Task 1 has these classes:"": [""one"", ""stop"", ""sheila"", ""bird"", ""right""], ""Task 2 has these classes:"": [""one"", ""cat"", ""eight"", ""seven"", ""house""]}"
"{'Name Experiment': 'Learning GEM with Dense Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1551db452090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1551d2279ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.73225317, 'precision': 0.230333333333333334, 'recall': 0.3, 'f1_score': 0.15267727930535456, 'confusion_matrix': array([[  0,   0,   0,   0,  87],
       [  0,   0,   0,   0, 111],
       [  0,   0,   0,   0, 178],
       [  0,   0,   0,   0, 133],
       [  0,   0,   0,   0,  91]]), 'forgetting_measure': [0.413486946, -0.4960806, 0.3315868]}","{""Task 0 has these classes:"": [""one"", ""cat"", ""eight"", ""seven"", ""house""], ""Task 1 has these classes:"": [""one"", ""stop"", ""sheila"", ""bird"", ""right""], ""Task 2 has these classes:"": [""one"", ""cat"", ""eight"", ""seven"", ""house""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e8842e50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e8978950>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.59524872, 'precision': 0.52603276362452946, 'recall': 0.4245074963932551, 'f1_score': 0.39986058370319724, 'confusion_matrix': array([[113,  80,  11,   6,   0],
       [ 52, 137,  18,   5,   1],
       [ 18, 111,  47,  11,   0],
       [ 51,  79,   6,  29,   2],
       [ 22,  79,  16,   4,   2]]), 'forgetting_measure': [0.4199044, 0.48412, -1.4286737]}","{""Task 0 has these classes:"": [""sheila"", ""go"", ""seven"", ""wow"", ""tree""], ""Task 1 has these classes:"": [""sheila"", ""one"", ""dog"", ""five"", ""seven""], ""Task 2 has these classes:"": [""sheila"", ""go"", ""seven"", ""wow"", ""tree""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552e8842e50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e8978950>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.78441895, 'precision': 0.23314782314265178, 'recall': 0.2810870504492535, 'f1_score': 0.2421616448972639, 'confusion_matrix': array([[44, 62, 16,  8,  1],
       [55, 72, 16,  9,  2],
       [30, 52,  8,  5,  1],
       [24, 67, 14,  2,  0],
       [38, 66,  5,  3,  0]]), 'forgetting_measure': [0.50663519, 0.25392827, -0.24838573]}","{""Task 0 has these classes:"": [""sheila"", ""go"", ""seven"", ""wow"", ""tree""], ""Task 1 has these classes:"": [""sheila"", ""one"", ""dog"", ""five"", ""seven""], ""Task 2 has these classes:"": [""sheila"", ""go"", ""seven"", ""wow"", ""tree""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; with TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552dcfa10d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e2f59fd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.6550694, 'precision': 0.6005817002736276, 'recall': 0.39079149683798283, 'f1_score': 0.33159714635026307, 'confusion_matrix': array([[  6,   0, 125,   3,  17],
       [  5,   5, 115,   0,  20],
       [  4,   2, 232,   0,  11],
       [  1,   2, 126,  10,  31],
       [  0,   0, 113,   0,  72]]), 'forgetting_measure': [0.45147354, 0.3707892, -1.227364]}","{""Task 0 has these classes:"": [""happy"", ""one"", ""off"", ""nine"", ""seven""], ""Task 1 has these classes:"": [""happy"", ""stop"", ""house"", ""left"", ""sheila""], ""Task 2 has these classes:"": [""happy"", ""one"", ""off"", ""nine"", ""seven""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; with TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552dcfa10d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552e2f59fd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.56289016, 'precision': 0.2711342469190003, 'recall': 0.29770549160793066, 'f1_score': 0.23441196879190492, 'confusion_matrix': array([[  2,   0,  63,   2,  15],
       [  2,   1,  78,   0,  30],
       [  0,   4, 129,   3,  36],
       [  3,   0,  90,   0,  25],
       [  4,   0,  86,   3,  24]]), 'forgetting_measure': [0.40919495, 0.3998669, -0.5839638]}","{""Task 0 has these classes:"": [""happy"", ""one"", ""off"", ""nine"", ""seven""], ""Task 1 has these classes:"": [""happy"", ""stop"", ""house"", ""left"", ""sheila""], ""Task 2 has these classes:"": [""happy"", ""one"", ""off"", ""nine"", ""seven""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c8e3eed0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552be8816d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.54664734, 'precision': 0.42092010148882183, 'recall': 0.3128376271734286, 'f1_score': 0.22044195484767217, 'confusion_matrix': array([[  4, 167,   0,   4,   1],
       [  2, 246,   0,   3,   0],
       [  8, 157,   2,   2,   5],
       [  7, 121,   0,   1,   5],
       [  3, 153,   1,   1,   7]]), 'forgetting_measure': [0.5384741, -0.124666594, 0.13027339]}","{""Task 0 has these classes:"": [""left"", ""six"", ""three"", ""down"", ""zero""], ""Task 1 has these classes:"": [""left"", ""one"", ""two"", ""no"", ""tree""], ""Task 2 has these classes:"": [""left"", ""six"", ""three"", ""down"", ""zero""]}"
